94016,3819,_edit_last,1
94017,3819,_edit_lock,1417452808:1
94018,3819,discount_type,fixed_cart
94019,3819,coupon_amount,
94020,3819,individual_use,no
94021,3819,product_ids,
94022,3819,exclude_product_ids,
94023,3819,usage_limit,
94024,3819,expiry_date,
94025,3819,apply_before_tax,no
94026,3819,free_shipping,yes
94027,3819,product_categories,a:0:{}
94028,3819,exclude_product_categories,a:0:{}
94029,3819,minimum_amount,
94030,3819,customer_email,a:0:{}
94073,3819,usage_count,39
147673,6047,_edit_last,1
147674,6047,_edit_lock,1405450787:1
147675,6047,discount_type,fixed_cart
147676,6047,coupon_amount,25.00
147677,6047,individual_use,yes
147678,6047,product_ids,
147679,6047,exclude_product_ids,
147680,6047,usage_limit,1
147681,6047,expiry_date,
147682,6047,apply_before_tax,no
147683,6047,free_shipping,no
147684,6047,product_categories,a:0:{}
147685,6047,exclude_product_categories,a:0:{}
147686,6047,minimum_amount,
147687,6047,customer_email,a:0:{}
181897,6047,usage_count,1
158709,6501,_edit_last,1
158710,6501,_edit_lock,1407519329:1
158711,6501,discount_type,fixed_cart
158712,6501,coupon_amount,100.00
158713,6501,individual_use,yes
158714,6501,product_ids,
158715,6501,exclude_product_ids,484
158716,6501,usage_limit,1
158717,6501,expiry_date,
158718,6501,apply_before_tax,no
158719,6501,free_shipping,no
158720,6501,product_categories,a:0:{}
158721,6501,exclude_product_categories,a:0:{}
158722,6501,minimum_amount,
158723,6501,customer_email,a:0:{}
158817,6501,usage_count,1
166621,6680,_edit_last,1
166622,6680,_edit_lock,1409284179:1
166623,6680,discount_type,fixed_cart
166624,6680,coupon_amount,25.00
166625,6680,individual_use,yes
166626,6680,product_ids,
166627,6680,exclude_product_ids,
166628,6680,usage_limit,1
166629,6680,expiry_date,
166630,6680,apply_before_tax,no
166631,6680,free_shipping,no
166632,6680,product_categories,a:0:{}
166633,6680,exclude_product_categories,a:0:{}
166634,6680,minimum_amount,
166635,6680,customer_email,a:0:{}
184711,6680,usage_count,1
214246,8393,_edit_last,1
214247,8393,_edit_lock,1418057971:1
214248,8393,discount_type,fixed_cart
214249,8393,coupon_amount,15.00
214250,8393,individual_use,yes
214251,8393,product_ids,
214252,8393,exclude_product_ids,
214253,8393,usage_limit,1
214254,8393,expiry_date,
214255,8393,apply_before_tax,no
214256,8393,free_shipping,no
214257,8393,product_categories,a:0:{}
214258,8393,exclude_product_categories,a:0:{}
214259,8393,minimum_amount,
214260,8393,customer_email,a:0:{}
215522,8393,usage_count,1
226236,8735,_edit_last,1
226237,8735,_edit_lock,1421965120:1
226238,8735,discount_type,fixed_cart
226239,8735,coupon_amount,75.00
226240,8735,individual_use,no
226241,8735,product_ids,
226242,8735,exclude_product_ids,
226243,8735,usage_limit,1
226244,8735,expiry_date,
226245,8735,apply_before_tax,no
226246,8735,free_shipping,no
226247,8735,product_categories,a:0:{}
226248,8735,exclude_product_categories,a:0:{}
226249,8735,minimum_amount,
226250,8735,customer_email,a:0:{}
229224,8814,_edit_last,1
229225,8814,_edit_lock,1422897982:1
229226,8814,discount_type,fixed_product
229227,8814,coupon_amount,4.00
229228,8814,individual_use,yes
229229,8814,product_ids,
229230,8814,exclude_product_ids,"4748,582,858,859,1587,1588,1589,4392"
229231,8814,usage_limit,
229232,8814,expiry_date,2015-02-04
229233,8814,apply_before_tax,no
229234,8814,free_shipping,no
229235,8814,product_categories,a:0:{}
229236,8814,exclude_product_categories,a:0:{}
229237,8814,minimum_amount,
229238,8814,customer_email,a:0:{}
229281,8814,usage_count,3
232535,8885,_edit_last,1
232536,8885,_edit_lock,1424648510:1
232537,8885,discount_type,percent
232538,8885,coupon_amount,25%
232539,8885,individual_use,yes
232540,8885,product_ids,
232541,8885,exclude_product_ids,484
232542,8885,usage_limit,
232543,8885,expiry_date,2015-03-01
232544,8885,apply_before_tax,no
232545,8885,free_shipping,no
232546,8885,product_categories,a:0:{}
232547,8885,exclude_product_categories,a:0:{}
232548,8885,minimum_amount,
232549,8885,customer_email,a:0:{}
232862,8885,usage_count,2
242481,9510,_edit_last,1
242482,9510,_edit_lock,1427126350:1
242483,9510,discount_type,fixed_cart
242484,9510,coupon_amount,40.00
242485,9510,individual_use,yes
242486,9510,product_ids,
242487,9510,exclude_product_ids,
242488,9510,usage_limit,1
242489,9510,expiry_date,
242490,9510,apply_before_tax,no
242491,9510,free_shipping,yes
242492,9510,product_categories,a:0:{}
242493,9510,exclude_product_categories,a:0:{}
242494,9510,minimum_amount,
242495,9510,customer_email,a:0:{}
247531,9510,usage_count,1
242496,9511,_edit_last,1
242497,9511,_edit_lock,1427126547:1
242498,9511,discount_type,fixed_cart
242499,9511,coupon_amount,40.00
242500,9511,individual_use,yes
242501,9511,product_ids,
242502,9511,exclude_product_ids,
242503,9511,usage_limit,1
242504,9511,expiry_date,
242505,9511,apply_before_tax,no
242506,9511,free_shipping,yes
242507,9511,product_categories,a:0:{}
242508,9511,exclude_product_categories,a:0:{}
242509,9511,minimum_amount,
242510,9511,customer_email,a:0:{}
255379,9511,usage_count,1
256244,10006,_edit_last,1
256245,10006,_edit_lock,1436212846:1
256246,10006,discount_type,fixed_product
256247,10006,coupon_amount,8.00
256248,10006,individual_use,yes
256249,10006,product_ids,"9992,9995,10000,10003"
256250,10006,exclude_product_ids,
256251,10006,usage_limit,
256252,10006,expiry_date,
256253,10006,apply_before_tax,no
256254,10006,free_shipping,no
256255,10006,product_categories,a:0:{}
256256,10006,exclude_product_categories,a:0:{}
256257,10006,minimum_amount,
256258,10006,customer_email,a:0:{}
256683,10006,usage_count,1
