1,20,order_pa_size,9
2,21,order_pa_size,10
3,22,order_pa_size,11
4,23,order_pa_size,12
6,25,order,17
7,25,thumbnail_id,
8,26,order,16
9,26,thumbnail_id,
10,27,order,1
11,6,order,2
12,1,order,3
13,28,order_pa_bracelet-sizes,1
14,29,order_pa_bracelet-sizes,2
15,30,order_pa_bracelet-sizes,3
16,31,order_pa_bracelet-sizes,4
17,28,pa_bracelet-sizes_swatches_id_type,color
18,28,pa_bracelet-sizes_swatches_id_photo,
19,28,pa_bracelet-sizes_swatches_id_color,#FFFFFF
20,29,pa_bracelet-sizes_swatches_id_type,color
21,29,pa_bracelet-sizes_swatches_id_photo,
22,29,pa_bracelet-sizes_swatches_id_color,#FFFFFF
23,30,pa_bracelet-sizes_swatches_id_type,color
24,30,pa_bracelet-sizes_swatches_id_photo,
25,30,pa_bracelet-sizes_swatches_id_color,#FFFFFF
26,31,pa_bracelet-sizes_swatches_id_type,color
27,31,pa_bracelet-sizes_swatches_id_photo,
28,31,pa_bracelet-sizes_swatches_id_color,#FFFFFF
29,20,pa_size_swatches_id_type,color
30,20,pa_size_swatches_id_photo,
31,20,pa_size_swatches_id_color,#FFFFFF
32,21,pa_size_swatches_id_type,color
33,21,pa_size_swatches_id_photo,
34,21,pa_size_swatches_id_color,#FFFFFF
35,22,pa_size_swatches_id_type,color
36,22,pa_size_swatches_id_photo,
37,22,pa_size_swatches_id_color,#FFFFFF
38,23,pa_size_swatches_id_type,color
39,23,pa_size_swatches_id_photo,
40,23,pa_size_swatches_id_color,#FFFFFF
41,32,order_pa_size,8
42,32,pa_size_swatches_id_type,color
43,32,pa_size_swatches_id_photo,
44,32,pa_size_swatches_id_color,#FFFFFF
45,33,order_pa_size,7
46,33,pa_size_swatches_id_type,color
47,33,pa_size_swatches_id_photo,
48,33,pa_size_swatches_id_color,#FFFFFF
49,34,order_pa_size,13
50,34,pa_size_swatches_id_type,color
51,34,pa_size_swatches_id_photo,
52,34,pa_size_swatches_id_color,#FFFFFF
53,35,order_pa_size,14
54,35,pa_size_swatches_id_type,color
55,35,pa_size_swatches_id_photo,
56,35,pa_size_swatches_id_color,#FFFFFF
57,36,order_pa_size,15
58,36,pa_size_swatches_id_type,color
59,36,pa_size_swatches_id_photo,
60,36,pa_size_swatches_id_color,#FFFFFF
61,37,order_pa_pack,1
62,37,pa_pack_swatches_id_type,color
63,37,pa_pack_swatches_id_photo,
64,37,pa_pack_swatches_id_color,#FFFFFF
65,38,order_pa_pack,2
66,38,pa_pack_swatches_id_type,color
67,38,pa_pack_swatches_id_photo,
68,38,pa_pack_swatches_id_color,
69,28,order_pa_pack,3
70,28,pa_pack_swatches_id_type,color
71,28,pa_pack_swatches_id_photo,
72,28,pa_pack_swatches_id_color,
73,39,order_pa_pack,4
74,39,pa_pack_swatches_id_type,color
75,39,pa_pack_swatches_id_photo,
76,39,pa_pack_swatches_id_color,
77,40,order,15
78,40,thumbnail_id,
79,41,order,14
80,41,thumbnail_id,
81,42,order,13
82,42,thumbnail_id,
83,43,order,12
84,43,thumbnail_id,
85,44,order,11
86,44,thumbnail_id,
87,45,order_pa_event-package,1
88,45,pa_event-package_swatches_id_type,color
89,45,pa_event-package_swatches_id_photo,
90,45,pa_event-package_swatches_id_color,#FFFFFF
91,46,order_pa_event-package,2
92,46,pa_event-package_swatches_id_type,color
93,46,pa_event-package_swatches_id_photo,
94,46,pa_event-package_swatches_id_color,
95,47,order_pa_event-package,3
96,47,pa_event-package_swatches_id_type,color
97,47,pa_event-package_swatches_id_photo,
98,47,pa_event-package_swatches_id_color,
99,48,order,10
100,48,thumbnail_id,
101,49,order,9
102,50,order_pa_style,4
103,50,pa_style_swatches_id_type,-1
104,50,pa_style_swatches_id_photo,
105,50,pa_style_swatches_id_color,#FFFFFF
106,51,order_pa_style,3
107,51,pa_style_swatches_id_type,-1
108,51,pa_style_swatches_id_photo,
109,51,pa_style_swatches_id_color,#FFFFFF
110,52,order_pa_beanie-color,6
111,52,pa_beanie-color_swatches_id_type,-1
112,52,pa_beanie-color_swatches_id_photo,
113,52,pa_beanie-color_swatches_id_color,#FFFFFF
114,53,order_pa_beanie-color,5
115,53,pa_beanie-color_swatches_id_type,-1
116,53,pa_beanie-color_swatches_id_photo,
117,53,pa_beanie-color_swatches_id_color,#FFFFFF
118,54,order_pa_beanie-color,4
119,54,pa_beanie-color_swatches_id_type,-1
120,54,pa_beanie-color_swatches_id_photo,
121,54,pa_beanie-color_swatches_id_color,#FFFFFF
122,55,order_pa_beanie-color,3
123,55,pa_beanie-color_swatches_id_type,-1
124,55,pa_beanie-color_swatches_id_photo,
125,55,pa_beanie-color_swatches_id_color,#FFFFFF
126,56,order_pa_beanie-color,2
127,56,pa_beanie-color_swatches_id_type,-1
128,56,pa_beanie-color_swatches_id_photo,
129,56,pa_beanie-color_swatches_id_color,#FFFFFF
130,57,order,8
131,57,thumbnail_id,
132,58,order,7
133,59,order,6
134,60,order,5
135,61,order,4
136,62,order,3
137,63,order_pa_beanie-color,1
138,63,pa_beanie-color_swatches_id_type,-1
139,63,pa_beanie-color_swatches_id_photo,
140,63,pa_beanie-color_swatches_id_color,#FFFFFF
141,64,order_pa_cape-colors,3
142,64,pa_cape-colors_swatches_id_type,-1
143,64,pa_cape-colors_swatches_id_photo,
144,64,pa_cape-colors_swatches_id_color,#FFFFFF
145,65,order_pa_cape-colors,2
146,65,pa_cape-colors_swatches_id_type,-1
147,65,pa_cape-colors_swatches_id_photo,
148,65,pa_cape-colors_swatches_id_color,#FFFFFF
149,66,order_pa_cape-colors,1
150,66,pa_cape-colors_swatches_id_type,-1
151,66,pa_cape-colors_swatches_id_photo,
152,66,pa_cape-colors_swatches_id_color,#FFFFFF
153,67,order_pa_size,1
154,67,pa_size_swatches_id_type,-1
155,67,pa_size_swatches_id_photo,
156,67,pa_size_swatches_id_color,#FFFFFF
157,68,order_pa_size,2
158,68,pa_size_swatches_id_type,-1
159,68,pa_size_swatches_id_photo,
160,68,pa_size_swatches_id_color,#FFFFFF
161,29,order_pa_size,3
162,29,pa_size_swatches_id_type,-1
163,29,pa_size_swatches_id_photo,
164,29,pa_size_swatches_id_color,#FFFFFF
165,31,order_pa_size,4
166,31,pa_size_swatches_id_type,-1
167,31,pa_size_swatches_id_photo,
168,31,pa_size_swatches_id_color,#FFFFFF
169,39,order_pa_size,5
170,39,pa_size_swatches_id_type,-1
171,39,pa_size_swatches_id_photo,
172,39,pa_size_swatches_id_color,#FFFFFF
173,69,order_pa_size,6
174,69,pa_size_swatches_id_type,-1
175,69,pa_size_swatches_id_photo,
176,69,pa_size_swatches_id_color,#FFFFFF
177,70,order_pa_style,2
178,70,pa_style_swatches_id_type,-1
179,70,pa_style_swatches_id_photo,
180,70,pa_style_swatches_id_color,#FFFFFF
181,71,order_pa_style,1
182,71,pa_style_swatches_id_type,-1
183,71,pa_style_swatches_id_photo,
184,71,pa_style_swatches_id_color,#FFFFFF
185,72,order,2
186,73,order_pa_partnering-organization,4
187,73,pa_partnering-organization_swatches_id_type,-1
188,73,pa_partnering-organization_swatches_id_photo,
189,73,pa_partnering-organization_swatches_id_color,#FFFFFF
190,74,order_pa_partnering-organization,3
191,74,pa_partnering-organization_swatches_id_type,-1
192,74,pa_partnering-organization_swatches_id_photo,
193,74,pa_partnering-organization_swatches_id_color,#FFFFFF
194,75,order_pa_partnering-organization,2
195,75,pa_partnering-organization_swatches_id_type,-1
196,75,pa_partnering-organization_swatches_id_photo,
197,75,pa_partnering-organization_swatches_id_color,#FFFFFF
198,76,order_pa_partnering-organization,5
199,76,pa_partnering-organization_swatches_id_type,-1
200,76,pa_partnering-organization_swatches_id_photo,
201,76,pa_partnering-organization_swatches_id_color,#FFFFFF
202,77,order_pa_partnering-organization,1
203,77,pa_partnering-organization_swatches_id_type,-1
204,77,pa_partnering-organization_swatches_id_photo,
205,77,pa_partnering-organization_swatches_id_color,#FFFFFF
206,78,order,1
207,78,thumbnail_id,
